residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3855,0,51,297,3507,96
Cluster domiciliati Comune di Vò,88,0,0,4,84,
Treviso,2665,-1,173,320,2172,177
Venezia,2678,0,87,295,2296,112
Verona,5110,0,158,570,4382,255
Vicenza,2855,0,78,336,2441,91
Belluno,1181,0,50,111,1020,61
Rovigo,443,0,9,34,400,55
Domicilio fuori Veneto,317,0,114,15,188,
Assegnazione in corso,25,-2,24,0,1,
