residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3131,+12),2585,149,397,4905
Cluster domiciliati Comune di Vò,87,0,11,3,73,
Treviso,1948,+4),1421,154,373,3620
Venezia,1795,+15),1221,118,456,3382
Verona,3274,+17),2812,235,227,2336
Vicenza,1986,+33),1524,111,351,2574
Belluno,650,+1),552,32,66,1142
Rovigo,273,+2),202,13,58,608
Domicilio fuori Veneto,236,+2),186,8,42,
Assegnazione in corso,79,-48,78,1,0,
