residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3855,+1),53,296,3506,96
Cluster domiciliati Comune di Vò,88,0,0,3,85,
Treviso,2666,0,177,320,2169,177
Venezia,2678,0,89,295,2294,112
Verona,5110,0,158,570,4382,255
Vicenza,2855,0,77,334,2444,91
Belluno,1181,0,51,111,1019,61
Rovigo,443,0,10,34,399,55
Domicilio fuori Veneto,317,0,114,15,188,
Assegnazione in corso,27,0,26,0,1,
