residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3830,+2),261,270,3299,339
Cluster domiciliati Comune di Vò,88,0,1,3,84,
Treviso,2645,+1),686,303,1656,665
Venezia,2638,+2),256,275,2107,530
Verona,5042,+2),1239,528,3275,953
Vicenza,2825,+1),643,299,1883,446
Belluno,1153,0,308,105,740,530
Rovigo,440,0,71,34,335,176
Domicilio fuori Veneto,309,-2,138,13,158,
Assegnazione in corso,33,0,33,0,0,
