residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3779,+4),819,247,2713,818
Cluster domiciliati Comune di Vò,88,0,4,3,81,
Treviso,2539,+18),975,268,1296,1345
Venezia,2487,+6),672,218,1597,880
Verona,4771,+53),2727,421,1623,1213
Vicenza,2701,+13),1197,220,1284,1235
Belluno,1124,+6),615,81,428,1110
Rovigo,430,0,243,31,156,564
Domicilio fuori Veneto,288,+5),162,13,113,
Assegnazione in corso,37,0,37,0,0,
