residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3859,0,41,300,3518,67
Cluster domiciliati Comune di Vò,88,0,0,5,83,
Treviso,2670,0,117,324,2229,151
Venezia,2681,0,63,299,2319,125
Verona,5124,+1),64,572,4488,226
Vicenza,2862,+3),68,343,2451,41
Belluno,1185,0,28,112,1045,55
Rovigo,444,0,7,36,401,62
Domicilio fuori Veneto,324,0,118,15,191,
Assegnazione in corso,24,0,23,0,1,
