residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3839,+1),224,271,3344,218
Cluster domiciliati Comune di Vò,88,0,1,3,84,
Treviso,2654,+3),539,308,1807,540
Venezia,2649,+1),230,278,2141,449
Verona,5063,0,962,539,3562,882
Vicenza,2832,0,543,311,1978,403
Belluno,1153,0,229,105,819,482
Rovigo,441,0,61,34,346,158
Domicilio fuori Veneto,311,+1),132,13,166,
Assegnazione in corso,33,-2,33,0,0,
