residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3845,0,68,284,3493,156
Cluster domiciliati Comune di Vò,88,0,2,3,83,
Treviso,2659,+1),277,313,2069,214
Venezia,2665,0,137,286,2242,195
Verona,5100,0,436,556,4108,341
Vicenza,2849,0,219,321,2309,144
Belluno,1172,+1),95,110,967,174
Rovigo,442,0,15,34,393,87
Domicilio fuori Veneto,316,0,120,14,182,
Assegnazione in corso,28,0,27,0,1,
