residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3824,+4),320,263,3241,364
Cluster domiciliati Comune di Vò,88,0,1,3,84,
Treviso,2626,+1),716,298,1612,775
Venezia,2627,+1),334,264,2029,564
Verona,4997,0,1568,505,2924,1075
Vicenza,2811,+3),706,292,1813,491
Belluno,1151,0,366,104,681,707
Rovigo,437,0,119,34,284,283
Domicilio fuori Veneto,306,+1),144,13,149,
Assegnazione in corso,35,+3),35,0,0,
