residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3827,0,300,268,3259,355
Cluster domiciliati Comune di Vò,88,0,1,3,84,
Treviso,2643,+2),688,303,1652,732
Venezia,2634,+1),281,271,2082,497
Verona,5015,+7),1341,519,3155,1055
Vicenza,2817,-1,663,298,1856,465
Belluno,1153,0,323,105,725,576
Rovigo,440,+1),72,34,334,190
Domicilio fuori Veneto,309,0,144,13,152,
Assegnazione in corso,34,0,34,0,0,
