residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3866,+4),46,302,3518,20
Cluster domiciliati Comune di Vò,88,0,0,5,83,
Treviso,2673,0,101,325,2247,135
Venezia,2682,0,28,299,2355,147
Verona,5127,+1),58,572,4497,246
Vicenza,2866,+1),62,346,2458,48
Belluno,1191,0,24,112,1055,99
Rovigo,444,0,5,36,403,51
Domicilio fuori Veneto,325,+1),116,15,194,
Assegnazione in corso,24,0,22,0,2,
