residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),2317,34,2101,84,132,3959
Cluster domiciliati Comune di Vò,85,0,20,3,62,
Treviso,1557,3,1319,109,129,4170
Venezia,1242,11,1066,77,99,4307
Verona,2323,36,2124,152,47,3371
Vicenza,1376,49,1223,69,84,2640
Belluno,471,11,433,15,23,1263
Rovigo,143,3,127,4,12,565
Domicilio fuori Veneto,179,-2,158,4,17,
Assegnazione in corso,55,-22,55,0,0,
