residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),2712,+54),2406,113,193,4274
Cluster domiciliati Comune di Vò,87,+1),18,3,66,
Treviso,1719,+7),1394,126,199,4095
Venezia,1452,+27),1204,99,149,4384
Verona,2715,+27),2422,193,100,2507
Vicenza,1686,+39),1417,86,183,2774
Belluno,557,+19),503,22,32,1354
Rovigo,188,+2),164,6,18,599
Domicilio fuori Veneto,205,+1),176,6,23,
Assegnazione in corso,86,+4),86,0,0,
