residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3839,0,195,273,3371,198
Cluster domiciliati Comune di Vò,88,0,1,3,84,
Treviso,2655,0,471,308,1876,429
Venezia,2649,0,225,279,2145,381
Verona,5076,+1),852,546,3678,724
Vicenza,2834,0,495,311,2028,304
Belluno,1162,+3),195,107,860,413
Rovigo,442,0,47,34,361,170
Domicilio fuori Veneto,312,+1),129,13,170,
Assegnazione in corso,34,0,33,0,1,
