residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3839,0,202,273,3364,216
Cluster domiciliati Comune di Vò,88,0,1,3,84,
Treviso,2655,+1),475,308,1872,490
Venezia,2649,0,226,278,2145,425
Verona,5070,+1),865,542,3663,742
Vicenza,2834,+2),518,311,2005,339
Belluno,1153,0,203,105,845,478
Rovigo,441,0,53,34,354,162
Domicilio fuori Veneto,311,0,129,13,169,
Assegnazione in corso,34,+1),33,0,1,
