residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3843,0,77,280,3486,183
Cluster domiciliati Comune di Vò,88,0,1,3,84,
Treviso,2658,0,297,313,2048,301
Venezia,2661,0,151,286,2224,239
Verona,5099,+1),506,556,4037,448
Vicenza,2845,0,253,321,2271,198
Belluno,1170,+3),107,110,953,245
Rovigo,442,0,34,34,374,113
Domicilio fuori Veneto,316,0,123,14,179,
Assegnazione in corso,28,0,27,0,1,
