residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3860,+1),41,300,3519,43
Cluster domiciliati Comune di Vò,88,0,0,5,83,
Treviso,2670,0,112,325,2233,142
Venezia,2681,0,32,299,2350,133
Verona,5124,0,62,572,4490,236
Vicenza,2862,0,65,343,2454,50
Belluno,1185,0,28,112,1045,60
Rovigo,444,0,7,36,401,74
Domicilio fuori Veneto,324,0,117,15,192,
Assegnazione in corso,24,0,23,0,1,
