residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3798,+1),610,251,2937,534
Cluster domiciliati Comune di Vò,88,0,2,3,83,
Treviso,2571,+6),912,274,1385,1051
Venezia,2573,+5),564,240,1769,661
Verona,4900,+3),2359,453,2088,1016
Vicenza,2746,+3),1001,263,1482,977
Belluno,1145,+3),522,92,531,957
Rovigo,429,0,223,31,175,577
Domicilio fuori Veneto,296,0,155,12,129,
Assegnazione in corso,30,+2),30,0,0,
