residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3845,0,72,284,3489,183
Cluster domiciliati Comune di Vò,88,0,1,3,84,
Treviso,2658,0,274,313,2071,268
Venezia,2661,0,150,286,2225,224
Verona,5099,0,464,556,4079,432
Vicenza,2847,+1),238,321,2288,184
Belluno,1171,0,96,110,965,190
Rovigo,442,0,15,34,393,113
Domicilio fuori Veneto,316,0,120,14,182,
Assegnazione in corso,28,0,27,0,1,
