residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3870,0,49,303,3518,36
Cluster domiciliati Comune di Vò,88,0,0,5,83,
Treviso,2686,+3),62,326,2298,142
Venezia,2683,0,21,300,2362,109
Verona,5129,0,41,574,4514,250
Vicenza,2870,0,55,352,2463,65
Belluno,1194,0,22,112,1060,90
Rovigo,444,0,3,36,405,45
Domicilio fuori Veneto,327,+1),116,15,196,
Assegnazione in corso,23,0,21,0,2,
