residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3843,+1),145,278,3420,180
Cluster domiciliati Comune di Vò,88,0,1,3,84,
Treviso,2657,0,346,313,1998,379
Venezia,2656,-1,187,284,2185,335
Verona,5088,+1),594,553,3941,549
Vicenza,2843,0,355,315,2173,241
Belluno,1165,-1,128,110,927,326
Rovigo,442,0,36,34,372,132
Domicilio fuori Veneto,317,+2),130,13,174,
Assegnazione in corso,28,0,27,0,1,
