residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3845,+1),75,281,3489,183
Cluster domiciliati Comune di Vò,88,0,1,3,84,
Treviso,2658,0,278,313,2067,268
Venezia,2661,0,150,286,2225,224
Verona,5099,0,465,556,4078,432
Vicenza,2846,0,243,321,2282,184
Belluno,1170,0,101,110,959,190
Rovigo,442,0,15,34,393,113
Domicilio fuori Veneto,316,0,121,14,181,
Assegnazione in corso,28,0,27,0,1,
