residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3845,0,53,292,3500,120
Cluster domiciliati Comune di Vò,88,0,1,3,84,
Treviso,2663,0,246,317,2100,161
Venezia,2670,+2),106,291,2273,133
Verona,5105,0,295,565,4245,308
Vicenza,2852,0,151,326,2375,124
Belluno,1176,0,84,111,981,110
Rovigo,443,+1),9,34,400,64
Domicilio fuori Veneto,316,0,115,15,186,
Assegnazione in corso,28,0,27,0,1,
