residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),3862,+1),42,301,3519,25
Cluster domiciliati Comune di Vò,88,0,0,5,83,
Treviso,2672,0,100,325,2247,135
Venezia,2682,0,29,299,2354,89
Verona,5126,0,58,572,4496,252
Vicenza,2865,+1),64,343,2458,48
Belluno,1191,0,27,112,1052,92
Rovigo,444,0,5,36,403,70
Domicilio fuori Veneto,324,0,115,15,194,
Assegnazione in corso,24,0,22,0,2,
