residenza,totale positivi,delta,attualmente positivi,totale deceduti,negativizzati virologici,isolamento
Padova (escluso domiciliati Vo'),2416,+13),2184,90,142,4207
Cluster domiciliati Comune di Vò,86,0,17,3,66,
Treviso,1618,+12),1360,114,144,4132
Venezia,1308,+15),1114,83,111,4371
Verona,2438,+33),2196,167,75,3031
Vicenza,1486,+52),1305,72,109,2667
Belluno,488,+1),443,19,26,1303
Rovigo,164,+12),145,4,15,567
Domicilio fuori Veneto,182,+1),161,4,17,
Assegnazione in corso,65,+1),65,0,0,
